work_id,conference_label,conference_short_title,conference_theme_title,conference_year,conference_organizers,conference_series,conference_hosting_institutions,conference_city,conference_state,conference_country,conference_url,work_title,work_url,work_authors,work_type,parent_work_id,keywords,languages,topics,cld3,cld2,cld3vscld2
6526,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Media Preservation between the Analog and Digital: Recovering and Recreating the Rio VideoWall,NA,Gregory Zinman,"paper, specified ""short paper""",NA,dara birnbaum;digital art;digital cultural studies;public art;public humanities,NA,NA,en,en,same
6527,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Spotting the Character: How to Collect Elements of Characterisation in Literary Texts?,NA,Ioana Galleron;Fatiha Idmhand;Cécile Meynard;Pierre-Yves Buard;Julia Roger;Anne Goloubkoff,"paper, specified ""short paper""",NA,character analysis;crowd-reading;xml mind interface,NA,NA,en,en,same
6528,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The Purpose of Education: A Large-Scale Text Analysis of University Mission Statements,NA,Danica Savonick;Lisa Tagliaferri,"paper, specified ""short paper""",NA,activist pedagogy;higher education;inclusion;university studies,NA,NA,en,en,same
6529,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,An Archaeology of Americana: Recovering the Hemispheric Origins of Sabin’s Bibliotheca Americana to Contest the Database’s (National) Limits,NA,Mary Lindsay Van Tine,"paper, specified ""short paper""",NA,database;hemispheric studies;media archeology;spanish;structures of knowledge,NA,NA,en,en,same
6530,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Indagando La Cultura Impresa Del Siglo XVIII Novohispano: Una Base De Datos Inédita,NA,Víctor Julián Cid Carmona;Silvia Eunice Gutiérrez De la Torre;Guadelupe Elisa Cihuaxty Acosta Samperio,"paper, specified ""short paper""",NA,book history;data visualisation;finding aids;metadata,NA,NA,es,NA,NA
6531,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Verba Volant, Scripta Manent: An Open Source Platform for Collecting Data to Train OCR Models for Manuscript Studies",NA,Samuel Grieggs;Bingyu Shen;Hildegund Muller;Christine Ascik;Erik Ellis;Mihow McKenny;Nikolas Churik;Emily Mahan;Walter Scheirer,"paper, specified ""short paper""",NA,classics;machine learning;manuscripts;medieval studies;optical character recognition,NA,NA,NA,en,NA
6532,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,IncipitSearch - Interlinking Musicological Repositories,NA,Anna Neovesky;Frederic von Vlahovits,"paper, specified ""short paper""",NA,NA,NA,NA,en,en,same
6533,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Novas Faces Da Arte Política: Ações Coletivas E Ativismos Em Realidade Aumentada,NA,Daniela Torres Lima,"paper, specified ""short paper""",NA,arte-ativismo;colaboração;protestos;realidade aumentada;tecnologia.,NA,NA,pt,pt,same
6534,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Towards Linked Data of Bible Quotations in Jewish Texts,NA,Oren Mishali;Benny Kimelfeld,"paper, specified ""short paper""",NA,bible;linked data;quotation detection;text analysis,NA,NA,en,en,same
6535,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Corpus Linguistics for Multidisciplinary Research: Coptic Scriptorium as Case Study,NA,Caroline T. Schroeder,"paper, specified ""short paper""",NA,annotation;collaboration;coptic;corpus linguistics;interdisciplinarity,NA,NA,la,en,different
6536,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Unwrapping Codework: Towards an Ethnography of Coding in the Humanities,NA,Smiljana Antonijevic Ubois;Joris van Zundert;Tara Andrews,"paper, specified ""short paper""",NA,coding;digital humanities;epistemology;ethnography,NA,NA,en,en,same
6537,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The (Digital) Space Between: Notes on Art History and Machine Vision Learning,NA,Benjamin Zweig,"paper, specified ""short paper""",NA,art history;machine learning;machine vision,NA,NA,en,en,same
6538,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Dal Digital Cultural Heritage alla Digital Culture. Evoluzioni nelle Digital Humanities,NA,Nicola Barbuti;Ludovica Marinucci,"paper, specified ""short paper""",NA,digital cultural heritage;digital culture;digitization;metadata;preservation,NA,NA,NA,en,NA
6539,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"The Diachronic Spanish Sonnet Corpus (DISCO): TEI and Linked Open Data Encoding, Data Distribution and Metrical Findings",NA,Pablo Ruiz Fabo;Helena Bermúdez Sabel;Clara Martínez Cantón;Elena González-Blanco;Borja Navarro Colorado,"paper, specified ""short paper""",NA,hispanic poetry;linked open data;poetry corpus;spanish sonnet;tei,NA,NA,en,en,same
6540,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"A formação de professores/pesquisadores de História no contexto da Cibercultura: História Digital, Humanidades Digitais e as novas perspectivas de ensino no Brasil.",NA,Patrícia Marcondes de Barros,"paper, specified ""short paper""",NA,cibercultura;ensino em história;formação de professores no brasil;história digital;humanidades digitais;pós-modernidade,Portuguese,NA,pt,pt,same
6541,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,OCR’ing and classifying Jean Desmet’s business archive: methodological implications and new directions for media historical research,NA,Christian Gosvig Olesen;Ivan Kisjes,"paper, specified ""short paper""",NA,annotation;cinema history;jean desmet;ocr,NA,NA,en,en,same
6542,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The Latin American Comics Archive: An Online Platform For The Research And Teaching Of Digitized And Encoded Spanish-Language Comic Books Through Scholar/Student Collaboration,NA,Felipe Gomez;Scott Weingart;Daniel Evans;Rikk Mulligan,"paper, specified ""short paper""",NA,archive;cbml;digital humanities in pedagogy and spanish-language academic curricula and research;latin american comics;textual studies,NA,NA,en,en,same
6543,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Humanidades Digitales en Cuba: Avances y Perspectivas,NA,Maytee García Vázquez;Sulema Rodriguez Roche;Ania Hernández Quintana,"paper, specified ""short paper""",NA,academia;cuba;disicplina;humanidades digitales;tecnología,NA,NA,es,en,different
6544,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Histonets, Turning Historical Maps into Digital Networks",NA,Javier de la Rosa Pérez;Scott Bailey;Clayton Nall;Ashley Jester;Jack Reed;Drew Winget,"paper, specified ""short paper""",NA,communication networks;computer vision;road extraction;road vectorization,NA,NA,NA,en,NA
6545,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Corpus Jurídico Hispano Indiano Digital: Análisis De Una Cultura Jurisdiccional,NA,Víctor Gayol,"paper, specified ""short paper""",NA,antiguo régimen;corpus jurídico;cultura jurídica,NA,NA,es,NA,NA
6546,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Digital Humanities Integration and Management Challenges in Advanced Imaging Across Institutions and Technologies,NA,Michael B. Toth;Melissa Terras;Adam Gibson;Cerys Jones,"paper, specified ""short paper""",NA,data integration;data storage and management;imaging;mummy;papyrus,NA,NA,en,en,same
6547,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The Digital Ghost Hunt: A New Approach to Coding Education Through Immersive Theatre,NA,Elliott Hall,"paper, specified ""short paper""",NA,augmented reality;coding;education;immersive;performance,NA,NA,en,en,same
6548,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,REED London and the Promise of Critical Infrastructure,NA,Diane Katherine Jakacki;Susan Irene Brown;James Cummings;Kimberly Martin,"paper, specified ""short paper""",NA,archives;lod;london;performance history;tei,NA,NA,en,en,same
6549,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Balanceándonos entre la aserción de la identidad y el mantenimiento del anonimato: Usos sociales de la criptografía en la red,NA,Gunnar Eyal Wolf Iszaevich,"paper, specified ""short paper""",NA,anonimato;cifrado;criptografía;firma electrónica;hacker,NA,NA,es,es,same
6550,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The Poetry Of The Lancashire Cotton Famine (1861-65): Tracing Poetic Responses To Economic Disaster,NA,Ruth Mather,"paper, specified ""short paper""",NA,digital archive;history;literature;poetry;text encoding,NA,NA,en,en,same
6551,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Finding Data in a Literary Corpus: A Curatorial Approach,NA,Brad Rittenhouse;Sudeep Agarwal,"paper, specified ""short paper""",NA,c19 american literature;digital humanities;digital literary studies;wright american fiction corpus,NA,NA,en,en,same
6552,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Towards a Metric for Paraphrastic Modification,NA,Maria Moritz;Johannes Hellrich;Sven Buechel,"paper, specified ""short paper""",NA,parallel bible corpus;paraphrase;textual distance metric,NA,NA,en,en,same
6553,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Peer Learning and Collaborative Networks: On the Use of Loop Pedals by Women Vocal Artists in Mexico,NA,Aurelio Meza,"paper, specified ""short paper""",NA,collaboration;instrumentality;loop pedals;vocal artists;women studies,NA,NA,en,en,same
6554,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Flexibility and Feedback in Digital Standards-Making: Unicode and the Rise of Emojis,NA,S. E. Hackney,"paper, specified ""short paper""",NA,emoji;infrastructure;standards;unicode;websites,NA,NA,en,en,same
6555,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,The 91st Volume — How the Digitised Index for the Collected Works of Leo Tolstoy Adds A New Angle for Research,NA,Boris V. Orekhov;Frank Fischer,"paper, specified ""short paper""",NA,digital edition;text visualization;tolstoy,NA,NA,en,en,same
6556,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Expanding the Research Environment for Ancient Documents (READ) to Any Writing System,NA,Andrew Glass,"paper, specified ""short paper""",NA,annotation;edition;paleography;read;transcription;writing systems,NA,NA,en,en,same
6557,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Towards A Digital Dissolution: The Challenges Of Mapping Revolutionary Change In Pre-modern Europe,NA,Charlotte Tupman;James Clark;Richard Holding,"paper, specified ""short paper""",NA,geospatial;medieval;monastery;spatio-temporal;visualisation,NA,NA,en,en,same
6558,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Seinfeld at The Nexus of the Universe: Using IMDb Data and Social Network Theory to Create a Digital Humanities Project,NA,Cindy Conaway;Diane Shichtman,"paper, specified ""short paper""",NA,media studies;television studies,NA,NA,en,en,same
6559,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Exploration of Sentiments and Genre in Spanish American Novels,NA,Ulrike Edith Gerda Henny-Krahmer,"paper, specified ""short paper""",NA,genre;sentiment analysis;spanish american novel,NA,NA,en,en,same
6560,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Hashtags Contra El Acoso: The dynamics of gender violence discourse on Twitter,NA,Rhian Elizabeth Lewis,"paper, specified ""short paper""",NA,affective publics;gender violence;hashtag activism;latin america;twitter,NA,NA,en,en,same
6561,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,¿Existe correlación entre importancia y centralidad? Evaluación de personajes con redes sociales en obras teatrales de la Edad de Plata?,NA,Teresa Santa María;Elena Martínez Carro;Concepción Jiménez;José Calvo Tello,"paper, specified ""short paper""",NA,centralidad;edad de plata;grafos;redes sociales;teatro español,NA,NA,es,es,same
6562,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"A Design Process Model for Inquiry-driven, Collaboration-first Scholarly Communications",NA,Sara B. Sikes,"paper, specified ""short paper""",NA,collaboration;design thinking;team dynamics,NA,NA,en,en,same
6563,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Is Digital Humanities Adjuncting Infrastructurally Significant?,NA,Kathi Inman Berens,"paper, specified ""short paper""",NA,adjunct;awards;labor;prizes;tenure,NA,NA,en,en,same
6564,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Archivos Abiertos y Públicos para el Postconflicto Colombiano,NA,Stefania Gallini,"paper, specified ""short paper""",NA,archives and human rights;georeferencing;interoperability;machine learning;metadata,NA,NA,es,es,same
6565,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Modeling Linked Cultural Events: Design and Application,NA,Kaspar Beelen;Ivan Kisjes;Julia Noordegraaf;Harm Nijboer;Thunnis van Oort;Claartje Rasterhoff,"paper, specified ""short paper""",NA,events;history;linked data,NA,NA,en,en,same
6566,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Cultural Awareness & Mapping Pedagogical Tool: A Digital Representation of Gloria Anzaldúa's Frontier Theory.,NA,Rosita Scerbo,"paper, specified ""short paper""",NA,chicano/a literature;cultural heritage;cultural productions;diversity;globalization;immigration;inclusion;mapping pedagogical tool;multiethnic identity,NA,NA,NA,en,NA
6567,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,A People's History? Developing Digital Humanities Projects with the Public,NA,Susan Michelle Merriam,"paper, specified ""short paper""",NA,history;humanities;public,NA,NA,en,en,same
6568,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Segmentación, modelado y visualización de fuentes históricas para el estudio del perdón en el Nuevo Reino de Granada del siglo XVIII",NA,Jairo Antonio Melo Flórez,"paper, specified ""short paper""",NA,critical legal history;history;jurisdictional culture;semantic data modeling;visualization;xml,NA,NA,es,es,same
6569,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Bridging Divides for Conservation in the Amazon: Digital Technologies & The Calha Norte Portal,NA,Hannah Mabel Reardon,"paper, specified ""short paper""",NA,amazon;anthropology;conservation;mapping;protected areas,NA,NA,en,en,same
6570,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Abundance and Access: Early Modern Political Letters in Contemporary and Digital Archives.,NA,Elizabeth Williamson,"paper, specified ""short paper""",NA,access;archives;digital provenance;early modern;history of information,NA,NA,en,en,same
6571,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Tweets of a Native Son: James Baldwin, #BlackLivesMatter, and Networks of Textual Recirculation",NA,Melanie Walsh,"paper, specified ""short paper""",NA,activism;networks;reading;reception;social media,NA,NA,en,en,same
6572,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Modeling the Fragmented Archive: A Missing Data Case Study from Provenance Research,NA,Matthew Lincoln;Sandra van Ginhoven,"paper, specified ""short paper""",NA,imputation;missing data,NA,NA,en,en,same
6573,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Latin@ voices in the Midwest: Ohio Habla Podcast,NA,Elena Foulis,"paper, specified ""short paper""",NA,latinos;oral history;podcast;storytelling,NA,NA,en,en,same
6574,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Digitizing Paratexts,NA,Kate Holterhoff,"paper, specified ""short paper""",NA,archive;digitization;illustration;paratext,NA,NA,NA,NA,NA
6575,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Rapid Bricolage 
                     Implementing Digital Humanities",NA,William Dudley Pascoe,"paper, specified ""short paper""",NA,bricolage;diversity;production;rapid;theory,NA,NA,NA,en,NA
6576,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Métodos digitales para el estudio de la fotografía compartida. Una aproximación distante a tres ciudades iberoamericanas en Instagram.,NA,Gabriela Elisa Sued,"paper, specified ""short paper""",NA,digital culture;digital methods;shared photography;social media.,NA,NA,es,gl,different
6577,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Exploring Big and Boutique Data through Laboring-Class Poets Online,NA,Cole Daniel Crawford,"paper, specified ""short paper""",NA,data;databases;laboring-class studies,NA,NA,en,en,same
6578,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Organizing communities of practice for shared standards for 3D data preservation,NA,Lynn Cunningham;Hannah Scates-Kettler,"paper, specified ""short paper""",NA,3d modeling;metadata;standards,NA,NA,en,en,same
6579,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Polysystem Theory and Macroanalysis. A Case Study of Sienkiewicz in Italian.,NA,Jan Rybicki;Katarzyna Biernacka-Licznar;Monika Woźniak,"paper, specified ""short paper""",NA,distant reading;literary polysystem(s);literary translation;network analysis;stylometry,NA,NA,NA,en,NA
6580,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Bridging the Divide: Supporting Minority and Historic Scripts in Fonts: Problems and Recommendations,NA,Deborah Anderson,"paper, specified ""short paper""",NA,fonts;historic scripts;minority scripts;unicode,NA,NA,en,en,same
6581,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,On Natural Disasters In Chinese Standard Histories,NA,Hong-Ting Su;Jieh Hsiang;Nungyao Lin,"paper, specified ""short paper""",NA,chinese standard histories;database;gis;natural disasters;xml,NA,NA,en,en,same
6582,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Spatial Disaggregation of Historical Census Data Leveraging Multiple Sources of Ancillary Data,NA,João Miguel Monteiro;Bruno Emanuel Martins;Patricia Murrieta-Flores;João Moura Pires,"paper, specified ""short paper""",NA,deep learning;geo-spatial humanities;historical census data;regression analysis;spatial disaggregation,NA,NA,en,en,same
6583,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Sensory Ethnography and Storytelling with the Sounds of Voices: Methods, Ethics and Accessibility",NA,Kelsey Marie Chatlosh,"paper, specified ""short paper""",NA,ethics;methods;sensory ethnography;sound;storytelling,NA,NA,en,en,same
6584,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,Urban Art in a Digital Context: A Computer-Based Evaluation of Street Art and Graffiti Writing,NA,Sabine Lang;Björn Ommer,"paper, specified ""short paper""",NA,digitization;dissemination;preservation;unsupervised learning;urban art,NA,NA,en,en,same
6585,2018 - Mexico City,Mexico City,Puentes/Bridges,2018,ADHO,ADHO;EHD,El Colegio de México;Universidad Nacional Autónoma de México (UNAM) (National Autonomous University of Mexico),Mexico City,NA,Mexico,https://dh2018.adho.org/,"Designing writing: Educational technology as a site for fostering participatory, techno-rhetorical consciousness",NA,Erin Rose Glass,"paper, specified ""short paper""",NA,critical pedagogy;educational technology;libre software;participatory design,NA,NA,en,en,same
